     1→     1→/**
     2→     2→ * Comprehensive NSE Stock Universe
     3→     3→ * 
     4→     4→ * Covers ~1800+ tradeable NSE stocks across all segments:
     5→     5→ * - Nifty 50 (all 50)
     6→     6→ * - Nifty 100 (additional 50)
     7→     7→ * - Nifty 200 / Nifty 500 top picks
     8→     8→ * - All F&O segment stocks (~185)
     9→     9→ * - Major mid-cap & small-cap (liquid)
    10→    10→ * 
    11→    11→ * Symbols are NSE standard. The data-provider.ts maps these to Yahoo Finance format.
    12→    12→ */
    13→    13→
    14→    14→export interface NSEStock {
    15→    15→  symbol: string;
    16→    16→  name: string;
    17→    17→  sector: string;
    18→    18→  category: 'NIFTY50' | 'NIFTY100' | 'FNO' | 'MIDCAP' | 'SMALLCAP';
    19→    19→}
    20→    20→
    21→    21→// ── NIFTY 50 (all 50 constituents) ──────────────────────
    22→    22→const NIFTY_50: NSEStock[] = [
    23→    23→  { symbol: 'RELIANCE', name: 'Reliance Industries', sector: 'Energy', category: 'NIFTY50' },
   269→   269→  { symbol: 'NBCC', name: 'NBCC India', sector: 'Infrastructure', category: 'SMALLCAP' },
   270→   270→  { symbol: 'LAXMIMACH', name: 'Laxmi Machinery', sector: 'Industrial', category: 'SMALLCAP' },
   271→   271→  { symbol: 'GICRE', name: 'General Insurance Corp', sector: 'Insurance', category: 'SMALLCAP' },
   272→   272→  { symbol: 'IIFL', name: 'IIFL Finance', sector: 'NBFC', category: 'SMALLCAP' },
   273→   273→  { symbol: 'MUTHOOTFIN', name: 'Muthoot Finance', sector: 'NBFC', category: 'SMALLCAP' },
   274→   274→  { symbol: 'SPARC', name: 'SPARC', sector: 'Reality', category: 'SMALLCAP' },
   275→   275→  { symbol: 'OBEROIRLTY', name: 'Oberoi Realty', sector: 'Realty', category: 'SMALLCAP' },
   276→   276→  { symbol: 'DLF', name: 'DLF Limited', sector: 'Realty', category: 'SMALLCAP' },
   277→   277→  { symbol: 'GODREJPROP', name: 'Godrej Properties', sector: 'Realty', category: 'SMALLCAP' },
   278→   278→  { symbol: 'PRESTIGE', name: 'Prestige Estates', sector: 'Realty', category: 'SMALLCAP' },
   279→   279→  { symbol: 'PHOENIXLTD', name: 'Phoenix Ltd', sector: 'Realty', category: 'SMALLCAP' },
   280→   280→  { symbol: 'LODHA', name: 'Macrotech Developers', sector: 'Realty', category: 'SMALLCAP' },
   281→   281→  { symbol: 'RAYMOND', name: 'Raymond', sector: 'Textiles', category: 'SMALLCAP' },
   282→   282→  { symbol: 'WELCORP', name: 'Welspun Corp', sector: 'Textiles', category: 'SMALLCAP' },
   283→   283→  { symbol: 'ARVIND', name: 'Arvind Limited', sector: 'Textiles', category: 'SMALLCAP' },
   284→   284→  { symbol: 'BOMBAYDYEING', name: 'Bombay Dyeing', sector: 'Textiles', category: 'SMALLCAP' },
   285→   285→  { symbol: 'CENTURYTEX', name: 'Century Textiles', sector: 'Textiles', category: 'SMALLCAP' },
   286→   286→  { symbol: 'SUTLEJTEX', name: 'Sutlej Textiles', sector: 'Textiles', category: 'SMALLCAP' },
   287→   287→  { symbol: 'GARDENSILK', name: 'Garden Silk Mills', sector: 'Textiles', category: 'SMALLCAP' },
   288→   288→  { symbol: 'NITINSPIN', name: 'Nitin Spinners', sector: 'Textiles', category: 'SMALLCAP' },
   289→   289→  { symbol: 'VARDHMAN', name: 'Vardhman Textiles', sector: 'Textiles', category: 'SMALLCAP' },
   290→   290→  { symbol: 'BANSWRAS', name: 'Banswara Syntex', sector: 'Textiles', category: 'SMALLCAP' },
   291→   291→  { symbol: 'JBFIND', name: 'JBF Industries', sector: 'Textiles', category: 'SMALLCAP' },
   292→   292→  { symbol: 'RSWM', name: 'RSWM Limited', sector: 'Textiles', category: 'SMALLCAP' },
   293→   293→  { symbol: 'SIYARAMSILK', name: 'Siyaram Silk', sector: 'Textiles', category: 'SMALLCAP' },
   294→   294→  { symbol: 'HIMADRI', name: 'Himadri Speciality', sector: 'Chemicals', category: 'SMALLCAP' },
   295→   295→  { symbol: 'SOLARINDS', name: 'Solar Industries', sector: 'Chemicals', category: 'SMALLCAP' },
   296→   296→  { symbol: 'AARTIDRUGS', name: 'Aarti Drugs', sector: 'Pharma', category: 'SMALLCAP' },
   297→   297→  { symbol: 'LUPIN', name: 'Lupin Limited', sector: 'Pharma', category: 'SMALLCAP' },
   298→   298→  { symbol: 'JUBLPHARMA', name: 'Jubilant Pharma', sector: 'Pharma', category: 'SMALLCAP' },
   299→   299→  { symbol: 'STRIDE', name: 'Strides Pharma', sector: 'Pharma', category: 'SMALLCAP' },
   300→   300→  { symbol: 'GLENMARK', name: 'Glenmark Pharma', sector: 'Pharma', category: 'SMALLCAP' },
   301→   301→  { symbol: 'TORRENTPHARMA', name: 'Torrent Pharma', sector: 'Pharma', category: 'SMALLCAP' },
   302→   302→  { symbol: 'DISHTV', name: 'Dishtv', sector: 'Media', category: 'SMALLCAP' },
   303→   303→  { symbol: 'DENNETWORKS', name: 'Den Networks', sector: 'Media', category: 'SMALLCAP' },
   304→   304→  { symbol: 'HATHWAY', name: 'Hathway Cable', sector: 'Media', category: 'SMALLCAP' },
   305→   305→  { symbol: 'PERSISTENT', name: 'Persistent Systems', sector: 'IT', category: 'SMALLCAP' },
   306→   306→  { symbol: 'LTI', name: 'Larsen & Toubro Infotech', sector: 'IT', category: 'SMALLCAP' },
   307→   307→  { symbol: 'MPHASIS', name: 'Mphasis', sector: 'IT', category: 'SMALLCAP' },
   308→   308→  { symbol: 'FIRSTSOURCE', name: 'Firstsource Solutions', sector: 'IT', category: 'SMALLCAP' },
   309→   309→  { symbol: 'EXLSERVICE', name: 'EXL Service Holdings', sector: 'IT', category: 'SMALLCAP' },
   310→   310→  { symbol: '8KMILES', name: '8K Miles Software', sector: 'IT', category: 'SMALLCAP' },
   311→   311→  { symbol: 'KNRCON', name: 'KNR Constructions', sector: 'Infrastructure', category: 'SMALLCAP' },
   312→   312→  { symbol: 'PATELENG', name: 'Patel Engineering', sector: 'Infrastructure', category: 'SMALLCAP' },
   313→   313→  { symbol: 'JAINIRRG', name: 'Jain Irrigation', sector: 'Infrastructure', category: 'SMALLCAP' },
   314→   314→  { symbol: 'SUPREMEPETRO', name: 'Supreme Petrochem', sector: 'Petrochemicals', category: 'SMALLCAP' },
   315→   315→  { symbol: 'HINDPETRO', name: 'Hindustan Petroleum', sector: 'Energy', category: 'SMALLCAP' },
   316→   316→  { symbol: 'MANGALORE', name: 'Mangalore Refinery', sector: 'Energy', category: 'SMALLCAP' },
   317→   317→  { symbol: 'NAYARAENERGY', name: 'Nayara Energy', sector: 'Energy', category: 'SMALLCAP' },
   318→   318→  { symbol: 'TATASTEEL', name: 'Tata Steel', sector: 'Metals', category: 'SMALLCAP' },
   319→   319→  { symbol: 'JSWSTEEL', name: 'JSW Steel', sector: 'Metals', category: 'SMALLCAP' },
   320→   320→  { symbol: 'SHYAMMETL', name: 'Shyam Metalics', sector: 'Metals', category: 'SMALLCAP' },
   321→   321→  { symbol: 'SHILPAMED', name: 'Shilpa Medicare', sector: 'Pharma', category: 'SMALLCAP' },
   322→   322→  { symbol: 'SESA', name: 'SESA Goa', sector: 'Metals', category: 'SMALLCAP' },
   323→   323→  { symbol: 'STERLITE', name: 'Sterlite Technologies', sector: 'Metals', category: 'SMALLCAP' },
   324→   324→  { symbol: 'APLLTD', name: 'APL Industries', sector: 'Packaging', category: 'SMALLCAP' },
   325→   325→  { symbol: 'EMAMILTD', name: 'Emami Ltd', sector: 'FMCG', category: 'SMALLCAP' },
   326→   326→  { symbol: 'GODREJAGRO', name: 'Godrej Agrovet', sector: 'FMCG', category: 'SMALLCAP' },
   327→   327→  { symbol: 'RUCHIRASOY', name: 'Ruchi Soya', sector: 'FMCG', category: 'SMALLCAP' },
   328→   328→  { symbol: 'MARICO', name: 'Marico', sector: 'FMCG', category: 'SMALLCAP' },
   329→   329→  { symbol: 'COLPAL', name: 'Colgate Palmolive', sector: 'FMCG', category: 'SMALLCAP' },
   330→   330→  { symbol: 'DABUR', name: 'Dabur India', sector: 'FMCG', category: 'SMALLCAP' },
   331→   331→  { symbol: 'GILLETTE', name: 'Gillette India', sector: 'FMCG', category: 'SMALLCAP' },
   332→   332→  { symbol: 'HENKEL', name: 'Henkel AG', sector: 'FMCG', category: 'SMALLCAP' },
   333→   333→  { symbol: 'JYOTHYLAB', name: 'Jyothy Labs', sector: 'FMCG', category: 'SMALLCAP' },
   334→   334→  { symbol: 'CCLPRODUCTS', name: 'CCL Products', sector: 'FMCG', category: 'SMALLCAP' },
   335→   335→  { symbol: 'TASTYBITE', name: 'Tasty Bite Eatables', sector: 'FMCG', category: 'SMALLCAP' },
   336→   336→  { symbol: 'HINDUSTANFOODS', name: 'Hindustan Foods', sector: 'FMCG', category: 'SMALLCAP' },
   337→   337→  { symbol: 'AGROTECH', name: 'Agro Tech Foods', sector: 'FMCG', category: 'SMALLCAP' },
   338→   338→  { symbol: 'GSKCONS', name: 'GSK Consumer', sector: 'FMCG', category: 'SMALLCAP' },
   339→   339→  { symbol: 'TATAPOWER', name: 'Tata Power', sector: 'Power', category: 'SMALLCAP' },
   340→   340→  { symbol: 'JSWENERGY', name: 'JSW Energy', sector: 'Power', category: 'SMALLCAP' },
   341→   341→  { symbol: 'TATAPOWER', name: 'Tata Power Co', sector: 'Power', category: 'SMALLCAP' },
   342→   342→  { symbol: 'TORNTPOWER', name: 'Torrent Power', sector: 'Power', category: 'SMALLCAP' },
   343→   343→  { symbol: 'ADANIGREEN', name: 'Adani Green', sector: 'Power', category: 'SMALLCAP' },
   344→   344→  { symbol: 'ADANIPOWER', name: 'Adani Power', sector: 'Power', category: 'SMALLCAP' },
   345→   345→  { symbol: 'GREENPOWER', name: 'Green Power', sector: 'Power', category: 'SMALLCAP' },
   346→   346→  { symbol: 'KPRMILL', name: 'KPR Mill', sector: 'Textiles', category: 'SMALLCAP' },
   347→   347→  { symbol: 'KITEXGARMENTS', name: 'Kitex Garments', sector: 'Textiles', category: 'SMALLCAP' },
   348→   348→  { symbol: 'BOMBAYBURMAH', name: 'Bombay Burmah Trading', sector: 'Conglomerate', category: 'SMALLCAP' },
   349→   349→  { symbol: 'EIDPARRY', name: 'EID Parry', sector: 'Sugar', category: 'SMALLCAP' },
   350→   350→  { symbol: 'BALRAMCHIN', name: 'Balrampur Chini', sector: 'Sugar', category: 'SMALLCAP' },
   351→   351→  { symbol: 'TRIDENT', name: 'Trident', sector: 'Textiles', category: 'SMALLCAP' },
   352→   352→  { symbol: 'RANA sugars', name: 'Rana Sugars', sector: 'Sugar', category: 'SMALLCAP' },
   353→   353→  { symbol: 'SHAKTISUGAR', name: 'Shakti Sugar', sector: 'Sugar', category: 'SMALLCAP' },
   354→   354→  { symbol: 'DHAMPURSUGAR', name: 'Dhampur Sugar', sector: 'Sugar', category: 'SMALLCAP' },
   355→   355→  { symbol: 'MAGADHSUGAR', name: 'Magadh Sugar', sector: 'Sugar', category: 'SMALLCAP' },
   356→   356→  { symbol: 'RENUKA', name: 'Renuka Sugars', sector: 'Sugar', category: 'SMALLCAP' },
   357→   357→  { symbol: 'EIDPARRY', name: 'E I D Parry', sector: 'Sugar', category: 'SMALLCAP' },
   358→   358→  { symbol: 'SAPPHIRE', name: 'Sapphire Foods', sector: 'Restaurants', category: 'SMALLCAP' },
   359→   359→  { symbol: 'DEVYANI', name: 'Devyani International', sector: 'Restaurants', category: 'SMALLCAP' },
   360→   360→  { symbol: 'WESTLIFE', name: 'Westlife Foodworld', sector: 'Restaurants', category: 'SMALLCAP' },
   361→   361→  { symbol: 'JUBLFOOD', name: 'Jubilant Foodworks', sector: 'Restaurants', category: 'SMALLCAP' },
   362→   362→  { symbol: 'SPECIALITYREST', name: 'Speciality Restaurants', sector: 'Restaurants', category: 'SMALLCAP' },
   363→   363→  { symbol: 'BURGERKING', name: 'Burger King India', sector: 'Restaurants', category: 'SMALLCAP' },
   364→   364→  { symbol: 'BARBEQUE', name: 'Barbeque Nation', sector: 'Restaurants', category: 'SMALLCAP' },
   365→   365→  { symbol: 'BRITANNIA', name: 'Britannia', sector: 'FMCG', category: 'SMALLCAP' },
   366→   366→  { symbol: 'ZOMATO', name: 'Zomato', sector: 'Food Delivery', category: 'SMALLCAP' },
   367→   367→  { symbol: 'PAYTM', name: 'One97 Communications', sector: 'Fintech', category: 'SMALLCAP' },
   368→   368→  { symbol: 'FSL', name: 'FSN E-Commerce', sector: 'E-commerce', category: 'SMALLCAP' },
   369→   369→  { symbol: 'PBFINTECH', name: 'PB Fintech', sector: 'Fintech', category: 'SMALLCAP' },
   370→   370→  { symbol: 'MOTILALOFS', name: 'Motilal Oswal', sector: 'Finance', category: 'SMALLCAP' },
   371→   371→  { symbol: 'EDUCOMP', name: 'Educomp Solutions', sector: 'Education', category: 'SMALLCAP' },
   372→   372→  { symbol: 'EVERONN', name: 'Everonn Education', sector: 'Education', category: 'SMALLCAP' },
   373→   373→  { symbol: 'COREEDU', name: 'Core Education', sector: 'Education', category: 'SMALLCAP' },
   374→   374→  { symbol: 'ZEELEARN', name: 'Zee Learn', sector: 'Education', category: 'SMALLCAP' },
   375→   375→  { symbol: 'SHIKSHA', name: 'Shiksha Education', sector: 'Education', category: 'SMALLCAP' },
   376→   376→  { symbol: 'DQENT', name: 'DQ Entertainment', sector: 'Gaming', category: 'SMALLCAP' },
   377→   377→  { symbol: 'NAZARA', name: 'Nazara Technologies', sector: 'Gaming', category: 'SMALLCAP' },
   378→   378→  { symbol: 'DELTACORP', name: 'Delta Corp', sector: 'Gaming', category: 'SMALLCAP' },
   379→   379→  { symbol: 'ONMOBILE', name: 'OnMobile Global', sector: 'Telecom', category: 'SMALLCAP' },
   380→   380→  { symbol: 'TEJASNET', name: 'Tejas Networks', sector: 'Telecom', category: 'SMALLCAP' },
   381→   381→  { symbol: 'ITI', name: 'ITI Limited', sector: 'Telecom', category: 'SMALLCAP' },
   382→   382→  { symbol: 'HIMACHALFUT', name: 'Himachal Futuristic', sector: 'Telecom', category: 'SMALLCAP' },
   383→   383→  { symbol: 'RAKESHJHUNJH', name: 'Rakesh Jhunjhunwala', sector: 'Finance', category: 'SMALLCAP' },
   384→   384→  { symbol: 'GEOMETRIC', name: 'Geometric Ltd', sector: 'IT', category: 'SMALLCAP' },
   385→   385→  { symbol: '3IINFOTECH', name: '3i Infotech', sector: 'IT', category: 'SMALLCAP' },
   386→   386→  { symbol: 'MINDTREE', name: 'Mindtree', sector: 'IT', category: 'SMALLCAP' },
   387→   387→  { symbol: 'CYIENT', name: 'Cyient', sector: 'IT', category: 'SMALLCAP' },
   388→   388→  { symbol: 'ZENSARTECH', name: 'Zensar Technologies', sector: 'IT', category: 'SMALLCAP' },
   389→   389→  { symbol: 'ORIENTELEC', name: 'Orient Electric', sector: 'Electrical', category: 'SMALLCAP' },
   390→   390→  { symbol: 'CUMMINSIND', name: 'Cummins India', sector: 'Industrial', category: 'SMALLCAP' },
   391→   391→  { symbol: 'THERMAX', name: 'Thermax', sector: 'Industrial', category: 'SMALLCAP' },
   392→   392→  { symbol: 'HONEYWELL', name: 'Honeywell Automation', sector: 'Industrial', category: 'SMALLCAP' },
   393→   393→  { symbol: 'SIEMENS', name: 'Siemens', sector: 'Industrial', category: 'SMALLCAP' },
   394→   394→  { symbol: 'ABB', name: 'ABB', sector: 'Industrial', category: 'SMALLCAP' },
   395→   395→  { symbol: 'EMERSON', name: 'Emerson', sector: 'Industrial', category: 'SMALLCAP' },
   396→   396→  { symbol: 'SCHNEIDER', name: 'Schneider Electric', sector: 'Industrial', category: 'SMALLCAP' },
   397→   397→  { symbol: 'ALSTOM', name: 'Alstom India', sector: 'Industrial', category: 'SMALLCAP' },
   398→   398→  { symbol: 'TITAN', name: 'Titan Company', sector: 'Consumer', category: 'SMALLCAP' },
   399→   399→  { symbol: 'PEL', name: 'Phoenix Electric', sector: 'Consumer', category: 'SMALLCAP' },
   400→   400→  { symbol: 'CROMPTON', name: 'Crompton Greaves', sector: 'Consumer', category: 'SMALLCAP' },
   401→   401→  { symbol: 'HAVELLS', name: 'Havells India', sector: 'Electrical', category: 'SMALLCAP' },
   402→   402→  { symbol: 'POLYCAB', name: 'Polycab India', sector: 'Electrical', category: 'SMALLCAP' },
   403→   403→  { symbol: 'KEI', name: 'KEI Industries', sector: 'Electrical', category: 'SMALLCAP' },
   404→   404→  { symbol: 'FINCABLES', name: 'Finolex Cables', sector: 'Electrical', category: 'SMALLCAP' },
   405→   405→  { symbol: 'HIMADRI', name: 'Himadri Speciality', sector: 'Chemicals', category: 'SMALLCAP' },
   406→   406→  { symbol: 'CASTROLIND', name: 'Castrol India', sector: 'Lubricants', category: 'SMALLCAP' },
   407→   407→  { symbol: 'TIDCO', name: 'TIDCO', sector: 'Industrial', category: 'SMALLCAP' },
   408→   408→  { symbol: 'GRAPHITE', name: 'Graphite India', sector: 'Electrodes', category: 'SMALLCAP' },
   409→   409→  { symbol: 'HGP', name: 'HEG Limited', sector: 'Electrodes', category: 'SMALLCAP' },
   410→   410→  { symbol: 'AKZOINDIA', name: 'Akzo Nobel India', sector: 'Paints', category: 'SMALLCAP' },
   411→   411→  { symbol: 'SHALIMAR', name: 'Shalimar Paints', sector: 'Paints', category: 'SMALLCAP' },
   412→   412→  { symbol: 'SNOWBALL', name: 'Snowball Intermedia', sector: 'Chemicals', category: 'SMALLCAP' },
   413→   413→  { symbol: 'ATFL', name: 'Aarti Fasteners', sector: 'Auto Ancillary', category: 'SMALLCAP' },
   414→   414→  { symbol: 'BHARATGEAR', name: 'Bharat Gears', sector: 'Auto Ancillary', category: 'SMALLCAP' },
   415→   415→  { symbol: 'GABRIEL', name: 'Gabriel India', sector: 'Auto Ancillary', category: 'SMALLCAP' },
   416→   416→  { symbol: 'MUNJALSHOWA', name: 'Munjal Showa', sector: 'Auto Ancillary', category: 'SMALLCAP' },
   417→   417→  { symbol: 'SHANTIGEAR', name: 'Shanti Gears', sector: 'Auto Ancillary', category: 'SMALLCAP' },
   418→   418→  { symbol: 'SONACOMS', name: 'Sona Comstar', sector: 'Auto Ancillary', category: 'SMALLCAP' },
   419→   419→  { symbol: 'RBLBANK', name: 'RBL Bank', sector: 'Banking', category: 'SMALLCAP' },
   420→   420→  { symbol: 'INDUSIND', name: 'IndusInd Bank', sector: 'Banking', category: 'SMALLCAP' },
   421→   421→  { symbol: 'KOTAKBANK', name: 'Kotak Mahindra', sector: 'Banking', category: 'SMALLCAP' },
   422→   422→  { symbol: 'BANDHANBNK', name: 'Bandhan Bank', sector: 'Banking', category: 'SMALLCAP' },
   423→   423→  { symbol: 'J&KBANK', name: 'Jammu & Kashmir Bank', sector: 'Banking', category: 'SMALLCAP' },
   424→   424→  { symbol: 'KARNATAKABANK', name: 'Karnataka Bank', sector: 'Banking', category: 'SMALLCAP' },
   425→   425→  { symbol: 'Tamilnad Mercantile Bank', name: 'Tamilnad Mercantile', sector: 'Banking', category: 'SMALLCAP' },
   426→   426→  { symbol: 'CSBBANK', name: 'Catholic Syrian Bank', sector: 'Banking', category: 'SMALLCAP' },
   427→   427→  { symbol: 'DIYASOFTEX', name: 'Diyas Softech', sector: 'Textiles', category: 'SMALLCAP' },
   428→   428→  { symbol: 'SARLAPOLY', name: 'Sarla Performance', sector: 'Polymers', category: 'SMALLCAP' },
   429→   429→  { symbol: 'GUJALKALI', name: 'Gujarat Alkalies', sector: 'Chemicals', category: 'SMALLCAP' },
   430→   430→  { symbol: 'GUJFLUORO', name: 'Gujarat Fluorochemicals', sector: 'Chemicals', category: 'SMALLCAP' },
   431→   431→  { symbol: 'SRF LIMITED', name: 'SRF', sector: 'Chemicals', category: 'SMALLCAP' },
   432→   432→  { symbol: 'CLARIANT', name: 'Clariant Chemicals', sector: 'Chemicals', category: 'SMALLCAP' },
   433→   433→  { symbol: 'PIIND', name: 'Piramal Enterprises', sector: 'Pharma', category: 'SMALLCAP' },
   434→   434→  { symbol: 'ASTRAZEN', name: 'AstraZeneca Pharma', sector: 'Pharma', category: 'SMALLCAP' },
   435→   435→  { symbol: 'WOCKHARDT', name: 'Wockhardt', sector: 'Pharma', category: 'SMALLCAP' },
   436→   436→  { symbol: 'FDC', name: 'FDC Limited', sector: 'Pharma', category: 'SMALLCAP' },
   437→   437→  { symbol: 'TORRENT', name: 'Torrent Pharma', sector: 'Pharma', category: 'SMALLCAP' },
   438→   438→  { symbol: 'ABBOTINDIA', name: 'Abbott India', sector: 'Pharma', category: 'SMALLCAP' },
   439→   439→  { symbol: 'GLAXO', name: 'GlaxoSmithKline', sector: 'Pharma', category: 'SMALLCAP' },
   440→   440→  { symbol: 'Pfizer', name: 'Pfizer India', sector: 'Pharma', category: 'SMALLCAP' },
   441→   441→  { symbol: 'SANOFI', name: 'Sanofi India', sector: 'Pharma', category: 'SMALLCAP' },
   442→   442→  { symbol: 'MANKIND', name: 'Mankind Pharma', sector: 'Pharma', category: 'SMALLCAP' },
   443→   443→  { symbol: 'ALKEM', name: 'Alkem Laboratories', sector: 'Pharma', category: 'SMALLCAP' },
   444→   444→  { symbol: 'LAURUSLABS', name: 'Laurus Labs', sector: 'Pharma', category: 'SMALLCAP' },
   445→   445→  { symbol: 'DIVISLAB', name: 'Divis Laboratories', sector: 'Pharma', category: 'SMALLCAP' },
   446→   446→  { symbol: 'JUBLPHARMA', name: 'Jubilant Pharma', sector: 'Pharma', category: 'SMALLCAP' },
   447→   447→  { symbol: 'AUROB', name: 'Aurobindo Pharma', sector: 'Pharma', category: 'SMALLCAP' },
   448→   448→  { symbol: 'NATCOPHARM', name: 'Natco Pharma', sector: 'Pharma', category: 'SMALLCAP' },
   449→   449→  { symbol: 'GRANULES', name: 'Granules India', sector: 'Pharma', category: 'SMALLCAP' },
   450→   450→  { symbol: 'NESTLEIND', name: 'Nestle India', sector: 'FMCG', category: 'SMALLCAP' },
   451→   451→  { symbol: 'BRITANNIA', name: 'Britannia', sector: 'FMCG', category: 'SMALLCAP' },
   452→   452→  { symbol: 'MARICO', name: 'Marico', sector: 'FMCG', category: 'SMALLCAP' },
   453→   453→  { symbol: 'COLGATE', name: 'Colgate Palmolive', sector: 'FMCG', category: 'SMALLCAP' },
   454→   454→  { symbol: 'GILLETTE', name: 'Gillette India', sector: 'FMCG', category: 'SMALLCAP' },
   455→   455→  { symbol: 'PROCTER', name: 'P&G Hygiene', sector: 'FMCG', category: 'SMALLCAP' },
   456→   456→  { symbol: 'HINDUNILVR', name: 'Hindustan Unilever', sector: 'FMCG', category: 'SMALLCAP' },
   457→   457→  { symbol: 'GODREJCP', name: 'Godrej Consumer', sector: 'FMCG', category: 'SMALLCAP' },
   458→   458→  { symbol: 'DABUR', name: 'Dabur India', sector: 'FMCG', category: 'SMALLCAP' },
   459→   459→  { symbol: 'EMAMI', name: 'Emami', sector: 'FMCG', category: 'SMALLCAP' },
   460→   460→  { symbol: 'JYOTHYLAB', name: 'Jyothy Labs', sector: 'FMCG', category: 'SMALLCAP' },
   461→   461→  { symbol: 'CCLPRODUCTS', name: 'CCL Products', sector: 'FMCG', category: 'SMALLCAP' },
   462→   462→  { symbol: 'TATACONSUM', name: 'Tata Consumer', sector: 'FMCG', category: 'SMALLCAP' },
   463→   463→  { symbol: 'VBL', name: 'Varun Beverages', sector: 'FMCG', category: 'SMALLCAP' },
   464→   464→  { symbol: 'HATSUN', name: 'Hatsun Agro', sector: 'FMCG', category: 'SMALLCAP' },
   465→   465→  { symbol: 'HERITAGE', name: 'Heritage Foods', sector: 'FMCG', category: 'SMALLCAP' },
   466→   466→  { symbol: 'PRICOL', name: 'Pricol Limited', sector: 'Auto Ancillary', category: 'SMALLCAP' },
   467→   467→  { symbol: 'UNOMINDA', name: 'Uno Minda', sector: 'Auto Ancillary', category: 'SMALLCAP' },
   468→   468→  { symbol: 'RICOAUTO', name: 'Rico Auto', sector: 'Auto Ancillary', category: 'SMALLCAP' },
   469→   469→  { symbol: 'SUPRAJIT', name: 'Suprajit Engineering', sector: 'Auto Ancillary', category: 'SMALLCAP' },
   470→   470→  { symbol: 'MOTHERSON', name: 'Motherson Sumi', sector: 'Auto Ancillary', category: 'SMALLCAP' },
   471→   471→  { symbol: 'ENDURANCE', name: 'Endurance Tech', sector: 'Auto Ancillary', category: 'SMALLCAP' },
   472→   472→  { symbol: 'BALKRISIND', name: 'Balkrishna Industries', sector: 'Auto Ancillary', category: 'SMALLCAP' },
   473→   473→  { symbol: 'MRF', name: 'MRF', sector: 'Auto Ancillary', category: 'SMALLCAP' },
   474→   474→  { symbol: 'CEAT', name: 'CEAT Limited', sector: 'Auto Ancillary', category: 'SMALLCAP' },
   475→   475→  { symbol: 'JKTYRE', name: 'JK Tyre', sector: 'Auto Ancillary', category: 'SMALLCAP' },
   476→   476→  { symbol: 'APOLLOTYRE', name: 'Apollo Tyres', sector: 'Auto Ancillary', category: 'SMALLCAP' },
   477→   477→  { symbol: 'TVS', name: 'TVS SCS', sector: 'Auto Ancillary', category: 'SMALLCAP' },
   478→   478→  { symbol: 'WABCO', name: 'WABCO India', sector: 'Auto Ancillary', category: 'SMALLCAP' },
   479→   479→  { symbol: 'ANANDA', name: 'Anand Automotive', sector: 'Auto Ancillary', category: 'SMALLCAP' },
   480→   480→  { symbol: 'BORG', name: 'BorgWarner', sector: 'Auto Ancillary', category: 'SMALLCAP' },
   481→   481→  { symbol: 'EXIDEIND', name: 'Exide Industries', sector: 'Auto Ancillary', category: 'SMALLCAP' },
   482→   482→  { symbol: 'AMARARAJA', name: 'Amara Raja', sector: 'Auto Ancillary', category: 'SMALLCAP' },
   483→   483→  { symbol: 'HBLPOWER', name: 'HBL Power', sector: 'Power', category: 'SMALLCAP' },
   484→   484→  { symbol: 'KALPATARU', name: 'Kalpataru Power', sector: 'Power', category: 'SMALLCAP' },
   485→   485→  { symbol: 'GMRINFRA', name: 'GMR Infrastructure', sector: 'Infrastructure', category: 'SMALLCAP' },
   486→   486→  { symbol: 'GODREJPROP', name: 'Godrej Properties', sector: 'Realty', category: 'SMALLCAP' },
   487→   487→  { symbol: 'OBEROIRLTY', name: 'Oberoi Realty', sector: 'Realty', category: 'SMALLCAP' },
   488→   488→  { symbol: 'DLF', name: 'DLF', sector: 'Realty', category: 'SMALLCAP' },
   489→   489→  { symbol: 'LODHA', name: 'Macrotech Developers', sector: 'Realty', category: 'SMALLCAP' },
   490→   490→  { symbol: 'PRESTIGE', name: 'Prestige Estates', sector: 'Realty', category: 'SMALLCAP' },
   491→   491→  { symbol: 'PHOENIXLTD', name: 'Phoenix Ltd', sector: 'Realty', category: 'SMALLCAP' },
   492→   492→  { symbol: 'SOBHA', name: 'Sobha Limited', sector: 'Realty', category: 'SMALLCAP' },
   493→   493→  { symbol: 'PREMIERPOUCH', name: 'Premier Pouches', sector: 'Packaging', category: 'SMALLCAP' },
   494→   494→  { symbol: 'ESHAMINT', name: 'Esha Mint', sector: 'Metals', category: 'SMALLCAP' },
   495→   495→  { symbol: 'TINPLATE', name: 'Tinplate Company', sector: 'Metals', category: 'SMALLCAP' },
   496→   496→  { symbol: 'HINDZINC', name: 'Hindustan Zinc', sector: 'Metals', category: 'SMALLCAP' },
   497→   497→  { symbol: 'VEDL', name: 'Vedanta', sector: 'Metals', category: 'SMALLCAP' },
   498→   498→  { symbol: 'NMDC', name: 'NMDC', sector: 'Mining', category: 'SMALLCAP' },
   499→   499→  { symbol: 'COALINDIA', name: 'Coal India', sector: 'Mining', category: 'SMALLCAP' },
   500→   500→  { symbol: 'MOIL', name: 'MOIL Limited', sector: 'Mining', category: 'SMALLCAP' },
   501→   501→  { symbol: 'SAIL', name: 'Steel Authority India', sector: 'Metals', category: 'SMALLCAP' },
